,aberystwyth university,anglia ruskin university,aston university,bangor university,bath spa university,birmingham city university,bournemouth university,brunel university,cardiff metropolitan university,cardiff university,city university of london,coventry university,de montfort university,durham university,edge hill university,fxu (falmouth & exeter student's union),glasgow caledonian university,heriot watt university,imperial college london,keele university,kings college london,kingston university,lancaster university,leeds beckett university,leeds conservatoire,leeds trinity university,liverpool john moores university,london south bank university,loughborough university,manchester metropolitan university,middlesex university,newcastle university,northumbria university,nottingham trent university,oxford brookes university,oxford university,queen margaret university,queen mary university of london,queens university belfast,roehampton university,royal holloway university of london,school of oriental and african studies,sheffield hallam university,southampton solent university,staffordshire university,swansea university,teesside university,ulster university,university college london,university of abertay dundee,university of bath,university of bedfordshire,university of birmingham,university of brighton,university of bristol,university of cambridge,university of chichester,university of derby,university of dundee,university of east anglia,university of edinburgh,university of essex,university of exeter,university of glasgow,university of gloucestershire,university of greenwich,university of hertfordshire,university of huddersfield,university of hull,university of kent,university of leeds,university of leicester,university of lincoln,university of liverpool,university of manchester,university of northampton,university of nottingham,university of plymouth,university of portsmouth,university of reading,university of salford,university of sheffield,university of southampton,university of st andrews,university of stirling,university of strathclyde,university of suffolk,university of sunderland,university of surrey,university of sussex,university of the arts london,university of the west of england,university of warwick,university of west london,university of westminster,university of winchester,university of york,york st john university
0,-0.17164179104477612,0.22916666666666666,-0.07931034482758621,0.19548872180451127,0.0,0.06878306878306878,-0.14238875878220142,-0.763265306122449,0.30952380952380953,0.2048611111111111,0.6756756756756757,0.1056338028169014,-0.7415730337078652,0.020798065296251566,-2.7,0.24170616113744076,0.1875,-0.022292993630573247,-0.026947368421052654,0.2070015220700152,0.06063218390804604,n/a,-0.11746522411128284,-5.25,1.0,0.6666666666666666,0.08527131782945736,-1.0476190476190477,0.23026315789473684,-1.5235294117647058,-1.1428571428571428,0.05935919055649249,-1.2193548387096773,-0.1888724035608308,0.044270833333333336,0.18309859154929578,0.375,-0.3170731707317073,-0.0682080924855492,0.016632016632016633,0.12454873646209386,n/a,0.2611464968152866,n/a,-0.22315573770491798,0.1443813847900114,0.325,-0.1111111111111111,-0.0473616473616473,0.3076923076923077,-0.0748587570621469,0.8571428571428571,-0.017340286831812195,-1.507462686567164,0.10576923076923077,-0.021606648199446014,0.585820895522388,-0.34285714285714286,0.2222222222222222,-0.19734513274336277,0.3125,0.29448621553884713,0.13256113256113256,-0.01089494163424129,-0.6717391304347827,n/a,-0.46153846153846156,0.9861111111111112,-1.1666666666666667,-0.08617594254937164,-0.23333333333333334,-0.22033898305084745,0.2010221465076661,-0.13836477987421383,0.07987987987987995,0.6831683168316832,0.22897196261682243,0.10218978102189781,-0.07468879668049792,0.012738853503184714,0.3987341772151899,0.062413793103448356,-0.10981256890848955,0.05625,0.7297297297297297,0.2556818181818182,1.0,0.7419354838709677,0.06267029972752043,0.15207373271889402,0.0,0.022572178477690347,0.06348547717842329,-0.28205128205128205,-0.4,-1.5,0.28888888888888886,0.5319148936170213
