Provisional 2021 Winter BUEC Points Public : Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,British University Esports Championship Winter Standings,,,,,,,,,,,,,,,,,,,,CS:GO,,,,,Dota 2,,,,,League of Legends,,,,,Overwatch,,,,,Rainbow 6 Siege,,,,,Rocket league,,,,,Valorant,,,,,Smash Teams,,,,,TFT,,,,,Smash,,,,,BUSR - GT Championship,,,,,BUSR - F1 2021 Championship,,,,,UFG- Melty Blood,,,,,UFG- Guilty Gear Strive,,,,,UFG - Tekken,,133,,,,
,Rank,University,Total,CS:GO,Dota 2,League of Legends,Overwatch,Rainbow 6,Rocket League,Smash (Teams),Valorant,TFT Oct,Smash Oct,GT Championship,F1 2020 Championship,UFG- Melty,UFG- Guilty,UFG - Tekken,,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,,
,35,University of Sussex,447,61,6,121,6,0,134,0,106,0,0,10,0,2,1,0,,,,,,,,11,Northumbria Vikings Dota,Northumbria University,12,,,Trent Thunder Pink,Nottingham Trent University,69,,8,Plymouth Leviathans,University of Plymouth,29,,8,Stinky Thatcher Deniers,University of Chichester,29,,,Loughboomers,Loughborough University,75,,Division 2,,,,,34,The Boidae Brookes,Oxford Brookes University,2,,2,SmileyCereal,Lancaster University,13,,,Bradley Newton,Teesside University,1,,34,Thomas Gaskins,University of Lincoln,1,,34,Neil Varia,Loughborough University,5,,,,,,,,DRAAAAAVEN,Brunel University,3,,,,,,,,
,36,Bournemouth University,434,120,0,6,52,0,178,7,71,0,0,0,0,0,0,0,,,1,City Esports,City University Of London,68,,12,Swasnea Vibe,Swansea University,11,,,University of Leeds,University Of Leeds,69,,9,Surrey Stags,University of Surrey,28,,9,Nott gonna win,University of Nottingham,28,,15,ShaKeele O Neal,Keele University,65,,1,Brexeter,University Of Exeter,68,,35,Leicester Uni Smash,University of Leicester,2,,3,Me71,Durham University,12,,,Brandon Langford,Staffordshire University,1,,35,Joe Squires-Purnell,FXU (Falmouth & Exeter Student's Union),1,,35,Dominik Beinecke,Newcastle University,4,,,,,,,35,tsuki,Royal Holloway University Of London,2,,,,,,,,
,37,Brunel University,429,90,4,21,0,26,0,56,104,0,37,0,59,0,32,0,,,2,Warwick Sketchyboiz Academy,University Of Warwick,66,,13,Cambridge University Noob Team,University Of Cambridge,10,,,IsThisNUEL,University Of Derby,69,,10,Oxford Brookes Vipers Overwatch,Oxford Brookes University,28,,10,UEA Bluejays,University of East Anglia,28,,,Sussex Sharks,University Of Sussex,65,,2,soohaengs team,Loughborough University,66,,36,UWE Sea Stags,University of the West of England,1,,4,PRIME EU TALENT,University of Exeter,10,,,Daniel Lucas Li Wu,University College London,1,,36,Tom Hamblyn,University of Hertfordshire,1,,36,Sam Cox,University of Surrey,4,,,,,,,,Brebble,Keele University,2,,,,,,,,
,38,University of Essex,407,95,0,26,24,10,205,0,39,0,0,0,0,2,6,0,,,3,UEA Bluejays,University of East Anglia,64,,14,NoTidehunterPls,University Of Lincoln,9,,,BSU,Lancaster University,69,,11,Trent Thunder Blue,Nottingham Trent University,27,,11,QUB Valkyries,Queens University Belfast,27,,,Better York Pun Name,University Of York,65,,3,Aber fist wyth,Aberystwyth University,64,,,,,,,5,Joshy Chan,Birmingham City University,8,,,Deshaun.D,University of Bedfordshire,1,,37,Hugo Harrison,Oxford Brookes University,1,,37,Saaj Sangani,London South Bank University,4,,,,,,,,LUNA,School Of Oriental And African Studies,2,,,,,,,,
,39,University of Surrey,386,61,17,142,28,16,68,0,35,0,0,5,4,0,1,9,,,4,Notts For Glory 1,University Of Nottingham,62,,15,Lincolns Sphere,University Of Lincoln,8,,,,,,,12,Derby Raptors Educational Meme Club,University of Derby,26,,12,SLUGS,University of Sheffield,26,,,InfaMOUS Swansea,Swansea University,65,,4,Zentinels,Loughborough University,62,,,,,,,6,Xavosh,University of Westminster,6,,,George Duggan,York St John University,1,,,,,,,38,Joshua Barker,Loughborough University,4,,,,,,,,Tom!!,University of Northampton,2,,,,,,,,
,40,University of Cambridge,367,102,62,71,65,0,44,0,17,0,1,0,5,0,0,0,,,5,Warwick Sketchyboiz,University Of Warwick,60,,16,Brums of Endurance,University Of Birmingham,7,,North,,,,,13,DoughNotts,University of Nottingham,26,,13,Brunel Swans,Brunel University,26,,North div 1,,,,,5,UWE Sea Stags,University Of The West Of England,60,,,,,,,7,CharlieeTFT,University of Bristol,5,,,Henry Barker,Durham University,1,,,,,,,39,Bennaya Kendrana,Loughborough University,3,,,,,,,,NagoriLukey,University of Reading,2,,,,,,,,
,41,Queens University Belfast,353,127,0,0,0,134,56,0,29,4,3,0,0,0,0,0,,,6,Leeds Gryphons Team 3,University Of Leeds,58,,,,,,,Div 1,,,,,14,Heavens Rejects,University of Warwick,25,,14,Brighton Buccaneers,University of Brighton,25,,1,Derbados,University Of Derby,59,,6,Mews Marauders,University Of Manchester,58,,,,,,,8,Adverse,Queen Mary University of London,4,,,Hung-Hsun Yu,University of Cambridge,1,,,,,,,40,Noah Harris,Lancaster University,3,,,,,,,40,Cr4zY HaNd,Staffordshire University,1,,,,,,,,
,42,University of Liverpool,325,4,5,111,4,108,81,0,5,0,0,0,0,0,7,0,,,7,Cardiff Crusaders,Cardiff University,56,,Swiss,,,,,1,The Durham Defenders,Durham University,59,,15,UWE SeaStags Red,University of The West of England,24,,15,Warwick Wraiths,University of Warwick,24,,2,I Dont Know,Nottingham Trent University,55,,7,Gfuel Gangsters,Brunel University,56,,,,,,,9,19 Degrees C,University of Manchester,3,,,jas ubhi,University of Portsmouth,1,,,,,,,41,Anish Patel,Brunel University,3,,,,,,,,Euphemia,Royal Holloway University Of London,1,,,,,,,,
,43,Heriot Watt University,314,52,1,32,11,53,47,0,118,0,0,0,0,0,0,0,,,8,Sussex Sharks1,University Of Sussex,54,,1,Sussy Sharks,University Of Sussex,6,,2,KFC,Lancaster University,55,,16,Xx_Essex_Blades_xX,University of Essex,24,,16,Ruskin Ravens Gold,Anglia Ruskin University,24,,3,Hallam Hammerheads,Sheffield Hallam University,50,,8,the mighty stags,University Of Hertfordshire,54,,,,,,,,DatKidsDonkey,University of Manchester,3,,,Jonathan English,Bangor University,1,,,,,,,42,Oskar Pawlikowski,Southampton Solent University,3,,,,,,,,Jabsy,University Of Essex,1,,,,,,,,
,44,Aston University,309,76,0,90,2,3,26,0,93,0,0,0,0,0,7,12,,,9,Watt Wyverns,Heriot Watt University,52,,2,NotVeryPoggers,University Of Nottingham,6,,3,Team Implode,University Of Lincoln,50,,Swiss,,,,,Swiss,,,,,,SALTFORD V2,University Of Salford,50,,9,Chichester Valorant,University Of Chichester,52,,,,,,,,MrJohnGalt,Imperial College London,3,,,Kofi Asante-Sakyi,University of Portsmouth,1,,,,,,,43,Jake Millington,University of Lincoln,2,,,,,,,,Betrayed,Staffordshire University,1,,,,,,,,
,45,University of Abertay Dundee,299,0,1,46,95,43,4,0,110,0,0,0,0,0,0,0,,,10,Nottingham Trent Emerald,Nottingham Trent University,50,,3,Staffordshire stampede,Staffordshire University,5,,,UEA Bluejays V2,University of East Anglia,50,,1,Plymouth Leviathans B,University of Plymouth,23,,1,Banshee Esports,Imperial College London,23,,5,Leic Is More,University Of Leicester,44,,10,HALLAAAAM,Sheffield Hallam University,50,,,,,,,,soulvg,University of Derby,3,,,Kristian Hammond,Kingston University,1,,,,,,,44,Adam Banzragch,Kings College London,2,,,,,,,,Carzle,University Of Sussex,1,,,,,,,,
,46,University of Glasgow,284,135,20,29,39,8,26,0,0,0,8,19,0,0,0,0,,,11,Aston Archangels CSGO,Aston University,49,,4,Maxs Team,University Of Liverpool,5,,5,Already Washed Up,Loughborough University,44,,2,Average Nine Enjoyers,University of York,22,,2,PORTSMOUTH PALADINS,University of Portsmouth,22,,,QUB Monarchs,Queens University Belfast,44,,11,Reading Knights A,University Of Reading,49,,,,,,,13,SimplyFenton,Aberystwyth University,2,,,Leon Jerkovich,University of Reading,1,,,,,,,45,Austin Lee,Lancaster University,2,,,,,,,,Pinwheel,Cardiff Metropolitan University,1,,,,,,,,
,47,University of Chichester,269,133,0,14,21,40,0,0,60,0,0,0,1,0,0,0,,,12,The Penguins Of Madagascar,Staffordshire University,48,,5,Sheffield Shrimp Sashimi with Soy Sauce,University Of Sheffield,4,,,Strathclyde,University Of Strathclyde,44,,3,Sheffield Dragons,University of Sheffield,22,,3,Costa Del Swan,Swansea University,22,,,UoB Bushwackers,University Of Birmingham,44,,12,StaGS,University Of St Andrews,48,,,,,,,,Marcymarccc,Roehampton University,2,,,Maddie Hopen,Bangor University,1,,,,,,,46,unsafe driver,City University Of London,2,,,,,,,,Zaphyro,University Of Surrey,1,,,,,,,,
,48,Liverpool John Moores University,258,36,0,26,0,0,91,0,105,0,0,0,0,0,0,0,,,13,Surrey Stags,University Of Surrey,47,,6,Found the ward,Brunel University,4,,,Naajun Bad Boys,University Of Birmingham,44,,4,Chi Noble,University of Chichester,21,,4,The Minute Men,Glasgow Caledonian University,21,,,Watt Wyverns,Heriot Watt University,44,,13,UoY 1s,University Of York,47,,,,,,,,charthebeanEU,De Montfort University,2,,,Nathan Mullen,Leeds Conservatoire,1,,,,,,,47,Harry Tomkins,University of East Anglia,2,,,,,,,,Captain_Picard,Glasgow Caledonian University,1,,,,,,,,
,49,University of Leicester,238,0,0,45,6,60,109,2,16,0,0,0,0,0,0,0,,,14,Swansea Storm Black,Swansea University,46,,7,Cardiff Crusaders II,Cardiff University,3,,,St Andrews University Gaming Mega Allies,University Of St Andrews,44,,5,Keeles Row,Keele University,20,,5,Trent Thunder Kixstars,Nottingham Trent University,20,,9,Botts,University Of Nottingham,36,,14,KCL Orange,Kings College London,46,,,,,,,16,Polopp,University of Warwick,,,,Ygor Peixoto,Staffordshire University,1,,,,,,,48,Kane De Antonis,Lancaster University,2,,,,,,,,,,,,,,,,,,
,50,University of Hertfordshire,227,0,0,85,0,12,29,0,56,0,0,6,33,0,0,6,,,15,Portsmouth Paladins,University Of Portsmouth,45,,8,Strathclyde Stranglers,University Of Strathclyde,3,,Div 2,,,,,6,Pompey B,University of Portsmouth,20,,6,KCL Lions,Kings College London,20,,,Lboro Dis and Coke,Loughborough University,36,,15,Queen Marys Gambit,Queen Mary University Of London,45,,,,,,,,ScuffdTV,University of Southampton,,,49,Aishah,City University Of London,,,,,,,,49,Cameron Broadley,Nottingham Trent University,1,,,,,,,,,,,,,,,,,,
,51,Manchester Metropolitan University,223,65,0,10,14,72,6,0,3,7,0,0,0,20,26,0,,,16,Swansea Storm Blue,Swansea University,44,,9,Team Hair Transplant Reborn,University Of York,2,,1,Mad Men,University Of Leeds,39,,7,Glasgow Winstons fr,University of Glasgow,19,,7,Kent Win,University of Kent,19,,,Loughborough Clangers,Loughborough University,36,,16,Aston Archangels,Aston University,44,,,,,,,,Yraco,Oxford Brookes University,,,,Lewis Wray,University of Leeds,,,,,,,,50,Francesco Viska,Birmingham City University,1,,,,,,,,,,,,,,,,,,
,52,Birmingham City University,215,15,0,17,31,0,126,0,0,21,0,0,1,4,0,0,,,,,,,,10,Cardiff Immortals,Cardiff University,2,,2,DeGen G,University Of Leicester,37,,8,Swansea Ciwcymbrau Mor,Swansea University,19,,8,Average Copper Enjoyers,Oxford Brookes University,19,,,Durham Durhamers,Durham University,36,,,,,,,,,,,,,Dãn,Sheffield Hallam University,,,,Nikolai Merritt,Imperial College London,,,,,,,,51,Lewis Cox,London South Bank University,1,,,,,,,,,,,,,,,,,,
,53,FXU (Falmouth & Exeter Student's Union),212,130,0,5,14,0,24,0,38,0,0,1,0,0,0,0,,,1,StratherS B,University Of Strathclyde,43,,11,Watt Wyverns,Heriot Watt University,1,,3,Salty Slugs,University Of Sheffield,34,,9,All Known Laws Of Aviation,University of Bristol,18,,9,Watts_Cooking,Heriot Watt University,18,,13,Trent Salt Collectors,Nottingham Trent University,29,,Division 3,,,,,,,,,,,,,,,,Taela Senior,Brunel University,,,,,,,,52,Callum Teasdale,University of Chichester,1,,,,,,,,,,,,,,,,,,
,54,Sheffield Hallam University,209,36,0,16,0,0,55,0,50,0,30,2,0,0,19,1,,,2,CSThrow,University Of Southampton,42,,12,Team Hades,University Of Abertay Dundee,1,,,monkey noises,Loughborough University,34,,10,Bath BobOmbs,University of Bath,18,,10,Bristol Bakas,University of Bristol,18,,,Edinburgh Eclipse RL,University Of Edinburgh,29,,1,Edinburgh Eclipse,University Of Edinburgh,43,,,,,,,,,,,,,,,,,,,,,,53,Adam Shamsul,University of York,1,,,,,,,,,,,,,,,,,,
,55,University of Strathclyde,195,129,3,44,0,0,0,0,0,0,0,0,19,0,0,0,,,3,Brexeter,University of Exeter,41,,,,,,,5,L9 Whirlpool1337,Loughborough University,29,,11,Kentacetamol,University of Kent,17,,11,Valhalla,Northumbria University,17,,,Manchester Hive,University Of Manchester,29,,2,Cardiff Met Archers,Cardiff Metropolitan University,42,,,,,,,,,,,,November,,,,,,,,,,54,Shane-Tyler Perkins,Coventry University,1,,,,,,,,,,,,,,,,,,
,56,De Montfort University,190,10,0,160,0,2,0,0,6,2,3,7,0,0,0,0,,,4,UOL B Team,University Of Lincoln,40,,,,,,,,The Krusty Krab,University Of Manchester,29,,12,BangorOW team,Bangor University,17,,12,Aber Sigma Siegers,Aberystwyth University,17,,,Staffordshire Shifters,Staffordshire University,29,,3,Keele Krakens A,Keele University,41,,,,,,,,,,,,1,Sabahodin Sharaf,University of Westminster,20,,,,,,,55,Toby Winston,Oxford Brookes University,1,,,,,,,,,,,,,,,,,,
,57,Northumbria University,182,0,12,0,56,17,0,0,70,17,0,0,0,0,10,0,,,5,Lancaster Team Two,Lancaster University,39,,,,,,,,DondaDeDondaIPutItInTheHonda,University Of Glasgow,29,,13,Eboracum eSports,York St John University,16,,13,Bangor R6 Team 1,Bangor University,16,,,,,,,4,Bristol bagels,University Of Bristol,40,,,,,,,,,,,,2,Phillip Chamberlain,Staffordshire University,17,,,,,,,56,Mehdi Ali,Brunel University,1,,,,,,,,,,,,,,,,,,
,58,Queen Mary University of London,181,0,0,103,0,0,11,0,50,16,0,0,0,0,0,1,,,6,Staffs London Rampage,Staffordshire University,38,,,,,,,,Watt Wyverns,Heriot Watt University,29,,14,Kings Row College,Kings College London,16,,14,Surrey Stags 21,University of Surrey,16,,,,,,,5,Flexeter,University Of Exeter,39,,,,,,,,,,,,3,George Humphreys,Staffordshire University,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,59,University of Derby,178,3,0,83,26,0,59,0,4,3,0,0,0,0,0,0,,,7,ThAWP Park V2,Manchester Metropolitan University,37,,,,,,,Div 3,,,,,15,Ls,University of Southampton,15,,15,Sledge Hill,Edge Hill University,15,,Northern 2nd Division,,,,,6,Poor Effort,Cardiff University,38,,,,,,,,,,,,4,Layla Mahmood,University of Birmingham,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,University of Edinburgh,176,20,0,0,0,84,29,0,43,0,0,0,0,0,0,0,,,8,John Moores Cheese Smelling Boars,Liverpool John Moores University,36,,,,,,,1,WidePeepoHappy,University Of Lincoln,27,,16,Team Valkyrie,University of Abertay Dundee,15,,16,Sunderland Esports,University of Sunderland,15,,,,,,,7,Trent Thunder Pink,Nottingham Trent University,37,,,,,,,,,,,,5,Alexander John Somper,Loughborough University,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,London South Bank University,170,0,0,0,0,0,0,54,42,0,0,19,55,0,0,0,,,9,_MiP_,University of Portsmouth,35,,,,,,,2,XLerated Lemons,Loughborough University,26,,17,Monkey Mondays,University of Northampton,14,,17,Reading Bedtime Stories,University of Reading,14,,,,,,,8,BU Barracudas,Bournemouth University,36,,,,,,,,,,,,,Tolu Olasupo,Brunel University,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62,University of St Andrews,160,0,43,63,6,0,0,0,48,0,0,0,0,0,0,0,,,10,Cardiff Cumtatoes,Cardiff University,34,,,,,,,3,Abertay Jade,University Of Abertay Dundee,26,,18,MMU Minotaurs OW,Manchester Metropolitan University,14,,18,NewB Castle,Newcastle University,14,,1,Couldnt Care Leic,University Of Leicester,27,,9,Surrey Stags,University Of Surrey,35,,,,,,,,,,,,7,Connor Chapman,Staffordshire University,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63,Teesside University,150,4,0,0,10,2,75,0,29,0,1,0,0,19,10,0,,,11,Caledonian Chargers CSGO,Glasgow Caledonian University,33,,,,,,,,Jungle Gap,Liverpool John Moores University,26,,19,Falmouth Foxes,FXU (Falmouth & Exeter Student's Union),13,,19,Bath Team 6,University of Bath,13,,2,Eboracum Esports,York St John University,26,,10,Gintijas Giga Gang,University Of Southampton,34,,,,,,,,,,,,,Oluwatimilehin Akinlonu,University of Bath,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64,Bangor University,149,21,0,25,17,16,32,8,22,0,5,0,0,0,3,0,,,12,Trent Thunder Sapphire,Nottingham Trent University,32,,,,,,,5,Trent Thunder Blue,Nottingham Trent University,24,,20,Hull Hornets,University of Hull,13,,20,UEA Crocs and Socks,University of East Anglia,13,,3,Lanker A,Lancaster University,26,,11,Brunel Spitfire,Brunel University,33,,,,,,,,,,,,9,Benjamin Dang,Swansea University,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,University of Plymouth,147,0,0,49,52,0,3,0,33,0,10,0,0,0,0,0,,,13,Chi Challengers Esports,University Of Chichester,31,,,,,,,,UoY Team1,University Of York,24,,21,Glasgow Potent Substructures,University of Glasgow,12,,21,Salford Lions R6,University of Salford,12,,,Aston Archangels,Aston University,26,,12,Middlesex Mafia Red,Middlesex University,32,,,,,,,,,,,,,BrowBoy,University of Birmingham,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66,Aberystwyth University,137,20,0,9,0,17,5,0,83,2,1,0,0,0,0,0,,,14,Loughbruh,Loughborough University,30,,,,,,,,Wife Buff is Debuff,University Of Leeds,24,,22,Durham Defenders 2,Durham University,12,,22,Hertfordshire Blue,University of Hertfordshire,12,,5,Higgs Bosons,University Of Leeds,24,,13,Ulster Unicorns,Ulster University,31,,,,,,,,,,,,,Flynn Higgins-Baker,University of the West of England,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67,University of Northampton,121,28,0,9,14,0,15,15,35,0,3,0,0,0,2,0,,,15,Warwick Not So Massive Gummyworm,University Of Warwick,29,,,,,,,,Durham Dairylea Dunkers,Durham University,24,,23,Watt Wyverns,Heriot Watt University,11,,23,Leicester Team B,University of Leicester,11,,,Even Better York Pun Name,University Of York,24,,14,Keele Krakens B,Keele University,30,,,,,,,,,,,,,Jackson Hinkler,Sheffield Hallam University,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,68,Glasgow Caledonian University,116,33,0,0,33,21,0,0,25,0,0,0,0,0,4,0,,,16,Durham Blaze,Durham University,29,,,,,,,Div 4,,,,,24,gaggle exe,University of Exeter,11,,24,Chi Challengers,University of Chichester,11,,,Trent Pegs,Nottingham Trent University,24,,15,Teeside A,Teesside University,29,,,,,,,,,,,,13,Chris Caballero,University of Kent,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69,University of Westminster,116,7,0,2,10,0,0,0,26,6,20,0,0,3,42,0,,,17,Roehampton Hydras,Roehampton University,28,,,,,,,1,Staffordshire London Rampage,Staffordshire University,22,,25,Teesside Turnips,Teesside University,10,,25,essex_r6,University of Essex,10,,,SkillLeic,University Of Leicester,24,,16,DarkHorse,University Of Manchester,29,,,,,,,,,,,,,Fletcher Fanning,University of Kent,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70,Oxford University,110,0,0,30,3,0,10,18,28,11,3,0,0,0,7,0,,,18,UoN Gorillas,University Of Northampton,28,,,,,,,2,Red Sky,Aston University,21,,26,Westminster Dragons,University of Westminster,10,,26,Wetherspoons,Staffordshire University,10,,9,Even Better Better York Pun Name,University Of York,21,,,,,,,,,,,,,,,,,,George Oswick,University of Bristol,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,71,University Of Gloucestershire,95,92,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,19,Kent Touch This 2,University Of Kent,28,,,,,,,3,DMU T2,De Montfort University,20,,27,UCL Team 2,University College London,9,,27,Throwchester,University of Manchester,9,,,Newcastle Ninjas,Newcastle University,21,,1,Falmouth Phoenix Gold,FXU (Falmouth & Exeter Student's Union),28,,,,,,,,,,,,,Simon Bentivoglio,Brunel University,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,72,City University Of London,89,68,0,0,0,0,0,0,6,0,13,0,2,0,0,0,,,20,AstonApesCS,Aston University,27,,,,,,,,WHY,University Of York,20,,28,UoL Sussy Chunguses,University of Leeds,9,,28,Lightning McQueens,Queens University Belfast,9,,,The Roybois,Nottingham Trent University,21,,2,Plymouth Leviathans,University Of Plymouth,28,,,,,,,,,,,,17,Benjamin Godwyll,Brunel University,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,University of Brighton,88,0,0,30,0,25,12,0,0,0,0,0,0,0,21,0,,,21,KCL Cubs,Kings College London,27,,,,,,,5,First flash,University Of St Andrews,19,,29,The Alpha Betas,University of Warwick,8,,29,Burchy eSports,Imperial College London,8,,,Glasgow Grizzlies,University Of Glasgow,21,,3,Oxford Val,Oxford University,28,,,,,,,,,,,,,Elliot Birch,University of the West of England,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,University of Stirling,74,0,0,2,0,0,0,0,72,0,0,0,0,0,0,0,,,22,SLUGS INSERT COLOUR,University Of Sheffield,27,,,,,,,,0161 Dons,University Of Manchester,19,,30,Glasgow Switches,University of Glasgow,8,,30,UofG Grizzlies,University of Glasgow,8,,13,Manchester Hornets,University Of Manchester,19,,4,South Bank Elephants Valorant Team A,London South Bank University,27,,,,,,,,,,,,,Fin Cook,Oxford University,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,75,University of Huddersfield,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,NUCS,Newcastle University,26,,,,,,,,Ivern Republic of Birmingham,University Of Birmingham,19,,31,Sheffield Wyverns,University of Sheffield,7,,31,Swansea Slayers,Swansea University,7,,,grUEA,University of East Anglia,19,,5,Road 40,University Of York,27,,,,,,,,,,,,,Henry Barker,Durham University,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,76,University of the Arts London,69,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,,,24,Head SHUters,Sheffield Hallam University,26,,,,,,,,Ladcaster,Lancaster University,19,,32,CarDiffed,Cardiff University,7,,32,PORTSMOUTH PANDAS,University of Portsmouth,7,,,MTW,University Of Lincoln,19,,6,Killjoy Simps,University College London,27,,,,,,,,,,,,,Joe Allum,University of Exeter,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,77,York St John University,59,0,0,5,16,0,26,11,0,0,1,0,0,0,0,0,,,25,Team Fortnite,Cardiff University,26,,,,,,,Regional Standing,,,,,33,UoL Leicester Lobsters,University of Leicester,6,,33,Thats Enuffbruh,Loughborough University,6,,,Nott a Save,University Of Nottingham,19,,7,Westminster Dragons,University Of Westminster,26,,,,,,,,,,,,,Lasaga Serena Green,University of Northampton,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,Middlesex University,49,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,,,26,INTperial,Imperial College London,25,,,,,,,33,Open,Birmingham City University,17,,34,SLincy,University of Lincoln,6,,34,Queens Guardians,Queens University Belfast,6,,,,,,,8,SVGE Red,University Of Southampton,26,,,,,,,,,,,,,Thashjanth Gajendran,Staffordshire University,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,79,Anglia Ruskin University,48,0,0,0,0,29,19,0,0,0,0,0,0,0,0,0,,,27,Kebab Rush A Reloaded,Coventry University,25,,,,,,,34,UoY 4th,University Of York,17,,35,Saint Paindrews,University of St Andrews,6,,35,Leed Ons,University of Leeds,5,,,,,,,9,Birmingham Balls,University Of Birmingham,26,,,,,,,,,,,,,Vinayak Mukhia,City University Of London,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,80,University of Dundee,48,0,0,5,40,0,0,0,0,0,0,0,0,0,0,3,,,28,m3tric,Imperial College London,25,,,,,,,35,NaCl Reformed,Newcastle University,16,,36,Sussex Sharks,University of Sussex,6,,36,Ruskin Ravens Purple,Anglia Ruskin University,5,,Northern League (Did not make playoffs),,,,,10,UEA Kingfishers,University of East Anglia,25,,,,,,,,,,,,25,Brenden Cummings,University of Sunderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,81,University of Hull,45,0,0,0,13,0,0,0,5,2,0,0,0,25,0,0,,,29,UEA Kingfishers,University of East Anglia,24,,,,,,,36,LanCaster Minions,Lancaster University,16,,37,Ulster Unicorns,Ulster University,5,,37,Lboro Team 1,Loughborough University,4,,,,,,,11,Caledonian Chargers VAL,Glasgow Caledonian University,25,,,,,,,,,,,,,Haaris Saleem,Brunel University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,82,Cardiff Metropolitan University,43,0,0,0,0,0,0,0,42,0,0,0,0,0,1,0,,,30,FortnitePizza43,University Of York,24,,,,,,,37,Abertay LADS,University Of Abertay Dundee,15,,38,Silver Geese,University of Nottingham,5,,38,Live Laugh Love 2,Cardiff University,4,,,,,,,12,ZAAPbro Esport,University Of Nottingham,25,,,,,,,,,,,,,Holly Humphries,University of Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,Ulster University,43,0,0,0,5,0,0,0,31,0,0,0,0,0,7,0,,,31,YorkVikings,University Of York,24,,,,,,,38,SunderlandSimpStompers,University Of Sunderland,15,,39,Dundee Rearguard,University of Dundee,5,,39,Wyverns of West London,University of West London,3,,33,Loughborough Ive Had One Too Many,Loughborough University,17,,13,Roseus Regnum,Lancaster University,24,,,,,,,,,,,,,Jac Clement,University of the West of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,84,University Of West London,43,18,0,0,0,3,0,4,18,0,0,0,0,0,0,0,,,32,Valorant Enjoyers,University Of Manchester,23,,,,,,,39,Bang Tidy,Bangor University,14,,40,Banana eSports Society,University of Cambridge,5,,40,Aston Six,Aston University,3,,34,I barely know her,Bangor University,17,,14,ATE,University College London,24,,,,,,,,,,,,,Jak Evans,Staffordshire University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,Edge Hill University,41,0,0,6,0,15,9,0,0,0,0,0,11,0,0,0,,,33,Colossal Cubs,Royal Holloway University Of London,23,,,,,,,40,Derby Raptors Team 2,University Of Derby,14,,41,Durham Disasters,Durham University,4,,41,Leicester Red Foxes,De Montfort University,2,,35,UEA Kiwis,University of East Anglia,16,,15,Swansea Dropouts,Swansea University,24,,,,,,,,,,,,,Kristian Hammond,Kingston University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
