Provisional 2021 Winter BUEC Points Public : Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,British University Esports Championship Winter Standings,,,,,,,,,,,,,,,,,,,,CS:GO,,,,,Dota 2,,,,,League of Legends,,,,,Overwatch,,,,,Rainbow 6 Siege,,,,,Rocket league,,,,,Valorant,,,,,Smash Teams,,,,,TFT,,,,,Smash,,,,,BUSR - GT Championship,,,,,BUSR - F1 2021 Championship,,,,,UFG- Melty Blood,,,,,UFG- Guilty Gear Strive,,,,,UFG - Tekken,,133,,,,
,Rank,University,Total,CS:GO,Dota 2,League of Legends,Overwatch,Rainbow 6,Rocket League,Smash (Teams),Valorant,TFT Oct,Smash Oct,GT Championship,F1 2020 Championship,UFG- Melty,UFG- Guilty,UFG - Tekken,,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,Final Finish,Team,University,Points,,,
,86,University of Sunderland,31,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,,,34,Strapybara,University of Warwick,23,,,,,,,41,Parent diff,University Of Leeds,13,,42,Greasy Geese,University of York,4,,42,Shield Team Six,Teesside University,2,,36,Newcastle Nobles,Newcastle University,16,,16,Staffs London Rampage 2nd,Staffordshire University,23,,,,,,,,,,,,,Owen Roberts-McIntosh,De Montfort University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,University of Bedfordshire,15,0,0,0,2,0,0,0,5,0,1,0,0,0,7,0,,,35,Swansea Storm Dragons,Swansea University,22,,,,,,,42,Jonnys Juicers,University Of Lincoln,13,,43,Polar Owls,University of Liverpool,4,,43,Soton Team 3,University of Southampton,1,,37,Bangor University Team 2,Bangor University,15,,17,QUB Theta,Queens University Belfast,23,,,,,,,,,,,,,Taela Senior,Brunel University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,88,Leeds Beckett University,12,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,,,36,Toonarmy,Newcastle University,22,,,,,,,43,UEA Hawks V2,University of East Anglia,12,,44,Beckett Bears,Leeds Beckett University,4,,44,Cov pheonix Ice,Coventry University,1,,38,Bronze Bois,University Of Leeds,15,,18,Dr1pDr1p,University Of Warwick,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,89,Bath Spa University,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,,,37,Stale Sailors,University Of Southampton,22,,,,,,,44,beans,University Of Manchester,12,,45,KCL Lions,Kings College London,3,,45,Soton JagerBombers,University of Southampton,,,39,Loughborough F,Loughborough University,14,,19,Bunch of Kents,University Of Kent,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,University of Winchester,11,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,,,38,KCL Mighty Steeds,Kings College London,21,,,,,,,45,GtA,Lancaster University,11,,46,SWANTON BOMB,University of Lincoln,3,,46,Exeterrible,University of Exeter,,,40,The Trentlemen,Nottingham Trent University,14,,20,we should be diamond,University Of Essex,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,University Of Suffolk,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,,39,Notts For Glory 2,University Of Nottingham,21,,,,,,,46,Durham Deez Nuts White,Durham University,11,,47,Hog Turret Torture,University of Southampton,3,,47,UWE SeaStags,University of The West of England,,,41,Sheffield Tricksters,University Of Sheffield,13,,21,Bangor Valorant Team,Bangor University,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,Queen Margaret University,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,40,666ix,Cardiff University,21,,,,,,,47,Bangor LoL Team 2,Bangor University,10,,48,Oxford Omnics,Oxford University,3,,48,Derby Peaches,University of Derby,,,42,UoB Circos,University Of Birmingham,13,,22,B R I Z B O Y S,University Of Bristol,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,Leeds Conservatoire,6,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,41,Abercadabra,Aberystwyth University,20,,,,,,,48,Vanix Esports Pink,Staffordshire University,10,,49,Trent Thunder Pink,Nottingham Trent University,2,,49,Brunel Brutes,Brunel University,,,43,Manchester Bees,University Of Manchester,12,,23,Reconcilable Whiffs,University Of Bath,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,Leeds Trinity University,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,42,Edinburgh Eclipse,University Of Edinburgh,20,,,,,,,49,UoM_T3,University Of Manchester,9,,50,Bedford Bandits,University of Bedfordshire,2,,50,UCL Quails,University College London,,,44,QUB White Tigers,Queens University Belfast,12,,24,Northampton Gorillas A,University Of Northampton,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,School Of Oriental And African Studies,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,,,43,BU BARRACUDAS BLUE,Bournemouth University,20,,,,,,,50,Hallam Inters,Sheffield Hallam University,9,,51,Kentamines,University of Kent,2,,51,Queens Guards,Queen Mary University of London,,,45,ClueLeic,University Of Leicester,11,,25,Green Bombers,Lancaster University,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,University of Greenwich,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,44,Swans in Sweatpants,University Of Lincoln,20,,,,,,,51,Salford Mufasas,University Of Salford,8,,52,Aston Archangels,Aston University,2,,52,MMU Mammoths,Manchester Metropolitan University,,,46,Siiuuugs,University Of Sheffield,11,,26,Aston Angels,Aston University,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,Southampton Solent University,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,45,Kebaby,Bangor University,19,,,,,,,52,Monarchs,Queen Margaret University,8,,53,Leeds conservatoire Overwatch,Leeds Conservatoire,1,,53,Nott for fun,University of Nottingham,,,47,Fit Trent Lads,Nottingham Trent University,10,,27,Parabellum,Loughborough University,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,Kingston University,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,46,Bristol Bakas,University Of Bristol,19,,,,,,,53,CEOs,Sheffield Hallam University,7,,54,Warwick Competitive Team B,University of Warwick,1,,,,,,,48,UoB Pitstops,University Of Birmingham,10,,28,UWE Sea Stags Black,University Of The West Of England,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,47,Queen and Kentry,University Of Kent,19,,,,,,,54,Nottingham ESP,University Of Nottingham,7,,55,Falmouth Phoenix,FXU (Falmouth & Exeter Student's Union),1,,,,,,,49,EHU Overcommit Squad,Edge Hill University,9,,29,Watt are you doing in my swamp,Heriot Watt University,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,48,Royal Cubs,Royal Holloway University Of London,19,,,,,,,55,Speelings Esports Academy Mark II,Keele University,6,,56,UEA Nightjars,University of East Anglia,1,,,,,,,50,Durham Team 6,Durham University,9,,30,Rejexeter,University Of Exeter,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,49,Spray and Pray,Coventry University,18,,,,,,,56,Smeg Hill LOL,Edge Hill University,6,,57,UCL team 1,University College London,,,,,,,,51,loughborough longshots,Loughborough University,8,,31,Aber Academy,Aberystwyth University,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,50,UWL,University Of West London,18,,,,,,,57,Trent_Thunder Green,Nottingham Trent University,6,,58,Warwick Triangles,University of Warwick,,,,,,,,52,UEA Celestials,University of East Anglia,8,,32,Washed Nottingham,University Of Nottingham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,51,Warmup,University Of Warwick,18,,,,,,,58,MMU Minotaur team 2,Manchester Metropolitan University,6,,59,Belfasts Jumbo Sausage Rolls,Queens University Belfast,,,,,,,,53,TrentBoys,Nottingham Trent University,7,,33,Nottin Her DMs,University Of Nottingham,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,52,ShowerHeads,University Of Bath,18,,,,,,,59,Jo,University Of Abertay Dundee,5,,60,Salford Lions OWO,University of Salford,,,,,,,,54,Keele Kings,Keele University,7,,34,UoL Val,University Of Lincoln,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,53,Da Cool Kids,University Of Sheffield,17,,,,,,,60,Freaks And Geeks,University Of York,5,,61,Durham Doge,Durham University,,,,,,,,55,Ball is strife,University Of Liverpool,6,,35,West London Wyverns,University Of West London,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,54,MMU Minotaurs 2,Manchester Metropolitan University,17,,,,,,,61,LeTrolls,Loughborough University,5,,62,Shadows,Staffordshire University,,,,,,,,56,MMU Minotaurs,Manchester Metropolitan University,6,,36,Aston Daemons,Aston University,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,55,Team Choir of Angels,University Of Leeds,17,,,,,,,62,The Church of Siontology,University Of Dundee,5,,63,Herts Lightning,University of Hertfordshire,,,,,,,,57,Nobles,Newcastle University,6,,37,Sussex Sharks 2,University Of Sussex,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,56,CUT3ST,University Of Cambridge,17,,,,,,,63,L9,University Of Leicester,4,,64,Mercy mains unite,University of Essex,,,,,,,,58,Beckett DTECs,Leeds Beckett University,6,,38,BU STANUT,Bournemouth University,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,57,half natty head tappers2,Lancaster University,16,,,,,,,64,Needlessly Large Rod,University Of Leicester,4,,65,Bee,University of Manchester,,,,,,,,59,SHUting Stars,Sheffield Hallam University,5,,39,Cambridge Cavalry,University Of Cambridge,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,58,Leeds Gryphons Team 1,University Of Leeds,16,,,,,,,65,Ncl Gamers,Newcastle University,4,,66,BSU Legion,Bath Spa University,,,,,,,,60,TrentTrebo,Nottingham Trent University,5,,40,Middlesex Mafia Crimson,Middlesex University,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,59,The Magpies,Newcastle University,16,,,,,,,66,MMU Minotaurs Team 3,Manchester Metropolitan University,4,,67,The Disappointkents,University of Kent,,,,,,,,61,The Very Best York Pun Name,University Of York,5,,41,KCL Green,Kings College London,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,60,BCU TBD,Birmingham City University,15,,,,,,,67,T1 Eboracum Esports YSJ,York St John University,3,,68,Kentastrophe,University of Kent,,,,,,,,62,Glasgow Grizzlies B,University Of Glasgow,5,,42,Warwick Wherewolves,University Of Warwick,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,61,UCL Asteroids,University College London,15,,,,,,,68,Trent Thunder Red,Nottingham Trent University,3,,69,Who Asked,Liverpool John Moores University,,,,,,,,63,Sheffield Lions,University Of Sheffield,4,,43,Shio Kosho,University Of Kent,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,62,Durham Chaos,Durham University,14,,,,,,,69,Dont Jinx It,University Of Leeds,3,,70,UWE SeaStags White,University of The West of England,,,,,,,,64,Abertay Astronauts,University Of Abertay Dundee,4,,44,The Liabilities Of Leicester,University Of Leicester,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,63,Dreadnought,University Of Surrey,14,,,,,,,70,Unarmed and Dangerous,University Of Manchester,3,,71,BCUwU,Birmingham City University,,,,,,,,65,Staffordshire Samurais,Staffordshire University,4,,45,Abertay University B,University Of Abertay Dundee,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,64,Keele Krakens B,Keele University,13,,,,,,,71,W w watts going on on,Heriot Watt University,2,,72,RHUL Academy team,Royal Holloway University of London,,,,,,,,66,UseLeic,University Of Leicester,3,,46,Silver Sentinels,Royal Holloway University Of London,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,65,QUBread,Queens University Belfast,13,,,,,,,72,GSOCs Battle Academia,University Of Stirling,2,,,,,,,,,,,,67,Watt a Save,Heriot Watt University,3,,47,South Bank Elephants Valorant Team B,London South Bank University,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,66,Brunel CSGO TEAM B UHHH,Brunel University,12,,,,,,,73,Still Rampaging,Staffordshire University,2,,,,,,,,,,,,68,Beckett Bears,Leeds Beckett University,2,,48,Staffordshire Simps,Staffordshire University,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,67,Knights of Reading B,University Of Reading,12,,,,,,,74,T2 Eboracum Esports YSJ,York St John University,2,,,,,,,,,,,,69,SLUGSss,University Of Sheffield,2,,49,Roehampton Assassins,Roehampton University,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,68,MMU MINOTAURS 3,Manchester Metropolitan University,11,,,,,,,75,Backshalls Finest,Bangor University,1,,,,,,,,,,,,70,Staffs Sasquatches,Staffordshire University,1,,50,Trent Thunder 2,Nottingham Trent University,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,69,Nott Gonna Get a Kill,University Of Nottingham,11,,,,,,,76,Pork Benson,University Of Sunderland,1,,,,,,,,,,,,71,All Stars,University Of Lincoln,1,,51,Team U3A,University of East Anglia,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,70,Yorkus Porkus,University Of York,10,,,,,,,77,watts my jungle doing,Heriot Watt University,1,,,,,,,,,,,,72,FC Carcelona,University Of Sheffield,,,52,Northampton Gorillas B,University Of Northampton,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,71,SHU Money Crew,Sheffield Hallam University,10,,,,,,,78,M9 Kekless,University Of Manchester,1,,,,,,,,,,,,73,Aston Guardians,Aston University,,,53,IMPasta,Imperial College London,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,72,mouse1 enjoyers,Imperial College London,9,,,,,,,79,Huddersfield Houndz,University Of Huddersfield,,,,,,,,,,,,,74,Pending Team Name,University Of Lincoln,,,54,Coventry MLG 69 420 All Stars,Coventry University,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,73,Human Flashbangs,University Of Southampton,9,,,,,,,80,UEA Pelicans,University of East Anglia,,,,,,,,,,,,,75,Aston Angels,Aston University,,,55,Sussex Sharks 3,University Of Sussex,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,74,UCrackedL,University College London,8,,,,,,,81,Big Duck Energy,Durham University,,,,,,,,,,,,,76,YSJ Jets,York St John University,,,56,KCL Yellow,Kings College London,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,75,Rejexeter,University Of Exeter,8,,,,,,,82,5 Man Botlane,University Of Birmingham,,,,,,,,,,,,,77,Team Joe,Durham University,,,57,Salford Lions,University of Salford,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,76,de_nuke_defenders,Oxford Brookes University,7,,,,,,,83,London Staffs Cepheus,Staffordshire University,,,,,,,,,,,,,78,Steven Skeeleberg,Keele University,,,58,UWE Sea Stags Red,University Of The West Of England,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,77,Westminster Dragons,University Of Westminster,7,,,,,,,84,Yummy Krug,Durham University,,,,,,,,,,,,,79,UoB Snobs,University Of Birmingham,,,59,Blood Bath,University Of Bath,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,78,BU and a Half Men,Bournemouth University,6,,,,,,,85,UOL Blebs,University Of Lincoln,,,,,,,,,,,,,80,Manchester Swarm,University Of Manchester,,,60,Yoru Mains,Bournemouth University,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,79,Knights of Reading,University Of Reading,6,,,,,,,86,Northumbria Vikings,Northumbria University,,,,,,,,,,,,,81,Abertay Aces,University Of Abertay Dundee,,,61,Cyanide,Kings College London,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,80,BU Barracudas Red,Bournemouth University,6,,,,,,,87,Irate Irons,University Of Glasgow,,,,,,,,,,,,,82,Rocketayers,University Of Abertay Dundee,,,62,AstonApesValorant,Aston University,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,81,PETER GRIFFIN,Oxford Brookes University,6,,,,,,,88,Cass in Boots,University Of Leeds,,,,,,,,,,,,,83,Teesside Team B,Teesside University,,,63,Bath Spa Head Clickers,Bath Spa University,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,82,Lancaster Team 3,Lancaster University,5,,,,,,,89,thicc frost irelia,University Of Liverpool,,,,,,,,,,,,,84,Watt are you doing,Heriot Watt University,,,64,Team CarDiff,Cardiff University,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,83,DMUr Mum,De Montfort University,5,,,,,,,90,Sheffilled,University Of Sheffield,,,,,,,,,,,,,85,Even Betterer York Pun Name,University Of York,,,65,IC Dead People,Imperial College London,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,84,Bede Pigeons,De Montfort University,5,,,,,,,91,Cosmic Cats,De Montfort University,,,,,,,,,,,,,86,Nice Shottingham,University Of Nottingham,,,66,LJMU Valo B,Liverpool John Moores University,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,85,Warwick First Team,University Of Warwick,5,,,,,,,92,Raw Pasta Enjoyers,Nottingham Trent University,,,,,,,,,,,,,87,StAGS A,University Of St Andrews,,,67,UosEsports,University Of Suffolk,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,86,Tside Teesside,Teesside University,4,,,,,,,93,Angry Swans,University Of Lincoln,,,,,,,,,,,,,88,UEA Macaws,University of East Anglia,,,68,Falmouth Phoenix Black,FXU (Falmouth & Exeter Student's Union),10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,87,SUSSex,University Of Sussex,4,,,,,,,94,cal x james1,Birmingham City University,,,,,,,,,,,,,89,Net6 and chill,Durham University,,,69,KCL White Ligers,Kings College London,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,88,Liverpool arctic foxes,University Of Liverpool,4,,,,,,,95,TCG,Staffordshire University,,,,,,,,,,,,,,,,,,70,Mango UoM,University Of Manchester,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,89,Leeds conservatoire CSGO,Leeds Conservatoire,4,,,,,,,96,Hull Hornets,University Of Hull,,,,,,,,,,,,,,,,,,71,Coventry Ember,Coventry University,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,90,Bot Gang,University Of Sussex,3,,,,,,,97,Needlessly Large Rods,University Of Nottingham,,,,,,,,,,,,,South div 1,,,,,72,Portsmouth Pythons,University Of Portsmouth,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,91,UWE Sea Stags Orange,University Of The West Of England,3,,,,,,,,,,,,,,,,,,,,,,1,Bath Azure,University Of Bath,59,,73,SLUGS 2,University Of Sheffield,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,92,CUT3,University of Cambridge,3,,,,,,,,,,,,,,,,,,,,,,2,Sussex Sawsharks,University Of Sussex,55,,74,Valorant Vikings,University Of York,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,93,UoB eSports Charlie,University Of Birmingham,3,,,,,,,South,,,,,,,,,,,,,,,3,Exeterestrial Ballchasers,University Of Exeter,50,,75,btec sentinels,Brunel University,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,94,Bangor University Team 2,Bangor University,2,,,,,,,Div 1,,,,,,,,,,,,,,,,UWE SeaStags Red,University Of The West Of England,50,,76,Btech Chi,University Of Chichester,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,95,PINNK,Cardiff University,2,,,,,,,1,Swansea Tempest,Swansea University,59,,,,,,,,,,,,5,Cambridge Ravens,University Of Cambridge,44,,77,Essex Valorant,University Of Essex,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,96,Subs in the tub,University Of Bath,2,,,,,,,2,Sigma Kayle,University Of Cambridge,55,,,,,,,,,,,,,Bath Bombs,University Of Bath,44,,78,Brunel,Brunel University,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,97,We couldnt agree on a name,University of Derby,2,,,,,,,,Big Bad Warwick,University Of Warwick,50,,,,,,,,,,,,,Universally Challenged,University Of Southampton,44,,79,KentZ,University Of Kent,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,98,Trent Thunder Diamond,Nottingham Trent University,1,,,,,,,4,Intperial,Imperial College London,50,,,,,,,,,,,,,Warwick Corner Boost over Ball,University Of Warwick,44,,80,Boosted Bonobos,Cardiff University,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,99,Derbados,University Of Derby,1,,,,,,,5,Big Bath Bombers,University Of Bath,44,,,,,,,,,,,,9,Bournemouth Barracudas V2,Bournemouth University,36,,81,No Aim No Brain,Bournemouth University,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,100,Lboro Lions,Loughborough University,1,,,,,,,,Makka Pakka,University Of Hertfordshire,44,,,,,,,,,,,,,IC Trees of Green,Imperial College London,36,,82,QUB Iota,Queens University Belfast,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,101,Blades V2,University Of Essex,1,,,,,,,,IC Boosted Broadband,Imperial College London,44,,,,,,,,,,,,,Reading Knights B,University Of Reading,36,,83,Trinity youre welcome,Leeds Trinity University,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,102,slOUchers,Oxford University,,,,,,,,,UWE Sea Stags Black 21_22,University Of The West Of England,44,,,,,,,,,,,,,Reading Knights C,University Of Reading,36,,84,City Team C,City University Of London,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,103,UoB Esports Bravo,University Of Birmingham,,,,,,,,Div 2,,,,,,,,,,,,,,,13,IC Skies of Blue,Imperial College London,29,,85,BOPE,Royal Holloway University Of London,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,104,CUT3R,University Of Cambridge,,,,,,,,1,KCLYellow,Kings College London,39,,,,,,,,,,,,,Hertfordshire Hares,University Of Hertfordshire,29,,86,Uni Linc Val 2,University Of Lincoln,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,105,YorkByte,University Of York,,,,,,,,2,IntersAtHerts,University Of Hertfordshire,37,,,,,,,,,,,,,Warwick Subsonic Legends,University Of Warwick,29,,87,Newcastle Lions B,Newcastle University,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,106,Students in Pyjamas,Sheffield Hallam University,,,,,,,,3,Surracha,University Of Surrey,34,,,,,,,,,,,,,Portsmouth Pancakes,University Of Portsmouth,29,,88,Essex Team 3,University Of Essex,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,107,Team Sussy Baka,University Of Leicester,,,,,,,,,Swansea Tide Turners,Swansea University,34,,,,,,,,,,,,,,,,,89,Reading Knights B,University Of Reading,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
