Xero Tolerance for year 2,40,5
Lincolns Sphere,41,4
NoTidehunterPls,42,4
Exeter 2022,43,3
Cambridge University Noob Team,44,3
Watt Wyverns,45,2
Sheffield Shrimp Sashimi with Soy Sauce,46,2
Cardiff Crusaders II,47,1
Team Hades,48,1
Found the ward,49,0
LSU DOTA,,0
Team Hair Transplant Reborn,,0
DMU T1,1,145
Ed Edd n Eddy,2,132.5
Vanix Black Temp,3,123
Linken shangsheng,4,123
UoM T1,5,115
Grandpa Zileans Not NUEL,6,111
University of Leeds,7,105
UoL Arctic Foxes,8,105
Keele Krakens,9,97
The Durham Defenders,10,97
Whats NSE,11,91
MMU Minotaurs Team 1,12,87
NaCl Reformed,13,81
Salty Slugs,14,81
Watt Wyverns,15,69
BingBingBang,16,69
Lancaster Retirement Home,17,69
Mad Men,18,69
Staffordshire London Rampage,19,59
TrentThunderPink,20,55
AstonApesLOL,21,50
Already Washed Up,22,50
ViAyeMan,23,44
IsThisNUEL,24,44
The Salford Lions,25,44
UEA Bluejays V2,26,44
Strathclyde,27,39
UoY Team1,28,37
BSU,29,34
DeGen G,30,34
The Krusty Krab,31,29
Mighty Novelty Crabs,32,29
Salad Fingers,33,29
monkey noises,34,29
KFC,35,27
St Andrews University Gaming Mega Allies,36,26
Naajun Bad Boys,37,26
Vanix Esports Pink,38,26
CEOs,39,24
DondaDeDondaIPutItInTheHonda,40,24
Team Implode,41,24
Aston Archangels,42,24
Northumbria Vikings,43,22
Bang Tidy,44,21
Abertay Jade,45,20
Three Imposters,46,20
Smeg Hill LOL,47,19
Ncl Gamers,48,19
UEA Hawks V2,49,19
Hull Hornets,50,19
LanCaster Minions X,51,17
Ivern Republic of Birmingham,52,17
Sheffilled,53,16
Ladcaster,54,16
Derby Raptors Team 2,55,15
Durham Dairylea Dunkers,56,15
XLerated Lemons,57,14
Falmouth Phoenix,58,14
Jonnys Juicers,59,13
Parent diff,60,13
Jungle Gap,61,12
DMU T2,62,12
L9,63,11
Vicious Vipers,64,11
0161 Dons,65,10
Wife Buff is Debuff,66,10
Still Rampaging,67,9
Durham Deez Nuts White,68,9
UoY 4th,69,8
Freaks And Geeks,70,8
Trent Thunder Blue,71,7
TrentThunder Green,72,7
First flash,73,6
Abertay LADS,74,6
Durham Disasters,75,6
T1 Eboracum Esports YSJ,76,6
WHY,77,5
Open,78,5
Team 4,79,5
beans,80,5
Dont Jinx It,81,4
Nottingham ESP,82,4
GTa,83,4
SunderlandSimpStompers,84,4
UoMT3,85,3
Monarchs,86,3
MMU Minotaur team 2,87,3
Needlessly Large Rods,88,3
thicc frost irelia,89,2
Speelings Esports Academy Mark II,90,2
GSOCs Battle Academia,91,2
Raw Pasta Enjoyers,92,2
WidePeepoHappy,93,1
Huddersfield Houndz,94,1
W w watts going on on,95,1
Hallam Inters,96,1
M9 Kekless,97,0
NeedlesslyLargeRods,98,0
LeTrolls,99,0
Cass in Boots,100,0
Angry Swans,101,0
Bangor LoL Team 2,102,0
cwa,103,0
Big Duck Energy,104,0
Irate Irons,105,0
Pork Benson,106,0
cal x james1,107,0
Unarmed and Dangerous,108,0
London Staffs Cepheus,109,0
The Church of Siontology,110,0
TCG,111,0
Salford Mufasas,112,0
Washedbucklers,113,0
watts my jungle doing,114,0
Trent thunder Red,115,0
Average Tahm Kench enjoyers,116,0
Sheffield Mental Boomers,117,0
Simping4Sett,118,0
Mental Boomers,119,0
5 Man Botlane,120,0
MMU Minotaurs Team 3,121,0
Needlessly Large Rod,122,0
UEA Pelicans,123,0
Bangor Team 3,124,0
Teesside2,125,0
T2 Eboracum Esports YSJ,126,0
Yummy Krug,127,0
UOL Blebs,128,0
Cosmic Cats,129,0
Grey Warwick,1,145
Grey Warwick Academy,2,132.5
EXE Machina,3,123
False Facade,4,123
Lowhampton,5,115
Swansea Tsunami,6,111
Konrads Kids,7,105
Scrambled Fanclub,8,105
Bristol Warriors,9,97
Deus Exe,12,97
Kardiff Kittens,10,91
KCL Lions,11,87
Surrey Wardens,13,81
SVGE LoL RED,14,81
Reading Knights aka TSM 2,15,69
FPX ACADEMY,16,69
KCL Apelsin,17,69
Rift Slayers,20,69
Swansea Tempest,18,59
UCL Exodus,19,55
Coventry Blaze,21,50
Boosted Bristol v3,23,50
Royal Bears,22,44
Brunel Bangers,24,44
FMO,25,44
Middlesex Mafia Blue,26,44
Roehampton Dragons,27,39
IntersAtHerts,28,37
Reading 2,29,34
Intperial,30,34
Light Black Warwick,31,29
Rift Assassins,32,29
Big Bad Warwick,34,29
Plymouth Leviathans Alpha squad,33,29
ImperiaI CIowns,35,27
Whose Toes are Those,36,26
PSY 5,37,26
UCL DJJ,38,26
surrender,34,24
Sigma Kayle,39,24
Big Bath Bombers,40,24
IC Boosted Broadband,41,24
KSM,42,22
Last Whisper,44,21
SINGLE DINGLE,43,20
SVGE LoL YELLOW,45,20
UWE Sea Stags Black 21_22,43,19
Middlesex Mafia Cyan,46,19
Westminster Dragons,47,19
Westminster Dragons,48,19
Bristol Bee vers,50,17
SVGE LoL ORANGE,51,17
UCL Blew,49,16
Beware of Int,53,16
chimps 2,52,15
League Fire 1,55,15
Rabbit,54,14
KCLYellow,57,14
Makka Pakka,56,13
Roehampton Wendigos,58,13
Tech Park Tyrants,59,12
Hench & Benched,60,12
Rift Clappers,61,11
Bright0n Pirates,63,11
Swansea Tide Turners,62,10
Warwick Reborn,65,10
Flying Slippers,66,9
Papa Johns Warwick,68,9
Portsmouth Pirates,67,8
FLX League of Legends,70,8
Middlesex Mafia Azure,69,7
overEXEtenders,71,7
Aberlitzcrank,72,6
Platinum Disco,73,6
Redside,74,6
A Vibe,76,6
Bristol Stingers,75,5
Surracha,77,5
UWE SeaStags White,78,5
Firefang Warwick,79,5
5 supports 1 team,80,4
Car Zix Crusaders,81,4
Deathwish,83,4
Plymouth Leviathans Team Beta,82,4
Bootleg Coventry Phoenix,84,3
Shower Adventure,85,3
SURREY CHADS,86,3
Ravenous Sharks,88,3
Sussy Fortnite Balls,87,2
slash all,89,2
Airport speedrun,91,2
Monarchs,90,2
Buff Ryze,93,1
Iron Swan Wings,92,1
Lol KCL Green,96,1
SilverDotEXE,94,1
BUilt Different,95,0
Sussy Amogus Bakas,97,0
UCL Gold,96,0
Tahm Kentch,98,0
Hertsnia,99,0
Cambridge Ravens Red,101,0
Jammy Dodgers,100,0
UWE Sea Stags Red 2,102,0
ROEHALAMPTON,103,0
Gold EXEperience,104,0
Eternal,105,0
Silversung Galaxy,106,0
Swansea Little Pogchamps,107,0
Dommy Mommies,109,0
Imperial Mandate,108,0
Backdooring BU,110,0
Portsmouth Inters,114,0
run it down for roe,112,0
SUSSY IMPASTAS,111,0
UCL Red,113,0
Feral Warwick,115,0
Marauder Warwick,116,0
Aggressively Mediocre Owls,117,0
BU Blackfrosts,118,0
Coventry Ground Zero,120,0
SVGE LoL BLUE,121,0
Team Not You,119,0
Chonky Sharks,122,0
Brunel Panda Party,124,0
I miss my EXE,123,0
Bedford Bulls,125,0
Rising Sharks,127,0
Vixens team 2,126,0
Teesside2,128,0
The Red Buffs,129,0
Surriously,130,0
Swansea ran out of names,131,0
T3 Solid,132,0
Team Aced,133,0
Hyena Warwick,134,0
Watermelon Waddlers,1,150
Warwick Angels,2,135
Portsmouth Paladins,3,127
Royal Bears OW,4,121
Viking Pigeons,5,116
drywalldrinkers,6,112
ManOWT1,7,108
Kentamines,8,104
UWE SeaStags Black,9,100
UCL team 1,10,96
UEA Bluejays,11,92
Team Dynasty,11,88
Bristol Bears Bees Battlestar Galactica,12,84
UoB Hades,13,80
Lancaster Bomber,14,76
Southampsters,15,72
Warwick Angles,16,68
Coventry Overwatch,17,64
Glasgow Winstons fr,18,60
LoughBruh,19,56
404,20,52
CamDu Punters,21,49
Lincoln IMPosters,22,47
Durham Defenders,23,45
Reading Knights,24,43
Leeds DLC,25,41
MMU Minotaurs OW,26,39
UoL Leicester Lobsters,27,37
UWE SeaStags Red,28,35
dot exe,29,33
Dundee Vanguard,30,31
Caledonian Chargers OW,31,29
Bath BobOmbs,32,28
Cardiff Comrades,33,28
Plymouth Leviathans,34,27
Plymouth Leviathans,34,26
KCL Lions,35,26
BU Barracudas,36,25
Oxford Brookes Vipers Overwatch,37,24
LEEMOW v2,38,24
Aston Archangels,39,23
The Alpha Betas old,40,22
Trent Thunder Blue,41,22
Ulster Unicorns,42,21
Swansea Ciwcymbrau Mor,43,20
Hull Hornets,43,20
Falmouth Foxes,44,19
Warwick Triangles,45,19
Durham Defenders 2,46,18
Xx_Essex_Blades_xX,46,18
All Known Laws Of Aviation,47,17
Sheffield Dragons,48,17
Surrey Stags,49,16
Watt Wyverns,50,16
BCUseless,51,15
Newcaslte Uni,52,15
Saint Paindrews,53,14
BangorOW team,54,14
Glasgow Potent Substructures,55,13
SLincy,56,13
Aberdeen University granite Leopards,57,12
Belfasts Jumbo Sausage Rolls,58,12
DoughNotts,59,11
Banana eSports Society,60,11
Pompey B,61,10
Ls,62,10
Plymouth Leviathans B,63,9
Plymouth Leviathans B,63,9
Sussex Sharks,64,8
Derby Raptors Educational Meme Club,65,8
Average Nine Enjoyers,66,7
gaggle exe,67,7
Chi Noble,68,6
Kings Row College,69,6
UoL Sussy Chunguses,70,6
UWE SeaStags White,71,6
Silver Geese,72,5
Sheffield Wyverns,73,5
Team Valkyrie,74,5
RHUL Academy team,75,5
Durham Doge,76,4
Shadows,77,4
kent,78,4
Dundee Rearguard,79,4
Keeles Row,80,3
Monkey Mondays,81,3
UCL Team 2,82,3
Durham University Team 4,84,3
FLX Overwatch,85,2
CarDiffed,86,2
Bee,87,2
Polar Owls,88,2
Trent Thunder Pink,89,1
UEA Nightjars,90,1
Bedford Bandits,91,1
Heavens Rejects,92,1
The Disappointkents,93,0
BSU Legion,94,0
Leeds conservatoire Overwatch,95,0
Oxford Omnics,96,0
Westminster Dragons,97,0
Warwick Competitive Team B,98,0
BCUwU,99,0
Teesside Turnips,100,0
Kentastrophe,101,0
Mercy mains unite,102,0
Beckett Bears,103,0
Greasy Geese,104,0
SWANTON BOMB,105,0
Glasgow Switches,106,0
Hog Turret Torture,107,0
Herts Lightning,108,0
lovebros,1,150
Leads,2,135
Blue Charm Collectors,3,127
UCL Quails,4,121
Liverpool Arctic Foxes,5,116
Banshee Esports,6,112
Manchester Minotaurs,7,108
Oxford Brookes Vipers,8,104
Simple As,9,100
Swansea Storm,10,96
TRENT WARFARE,11,92
Durham Defenders,12,88
PORTSMOUTH PALADINS,13,84
Neocitadel,14,80
Leicester Red Foxes,15,76
UCL Pigeons,16,72
UWE SeaStags,17,68
Coventry Fire,18,64
Reeeeeeeeds,19,60
Warwick 1st Team,20,56
UEA Bluejays,21,52
Royal Bears,21,49
Brighton Privateers,22,47
STG,23,45
Belfast Berserkers,24,43
Exeterrific,25,41
SLUGS,26,39
Leicester KKomrades,27,37
Birmingham Bruhmmies,28,35
Luff Said,29,33
Kentucky Fried Chicken,30,31
UEA Crocs and Socks,31,29
Watt Wyverns,32,28
Nott gonna win,33,28
Costa Del Swan,34,27
Swansea Slayers,35,26
Derby Peaches,36,26
Brighton Buccaneers,37,25
The Project,38,24
Trent Thunder Kixstars,39,24
KCL Lions,40,23
Edinburgh Eclipse R6,40,22
Watt Wyverns,40,22
Thats Enuffbruh,41,21
The Minute Men,41,20
Warwick Wraiths,42,20
Aston Six,42,19
Bristol Bakas,43,19
Brunel 1,44,18
UofG Grizzlies,45,18
Blue Dragon Swansea,46,17
Aber Sigma Siegers,47,17
QUB Valkyries,48,16
Lightning McQueens,49,16
Reading binmen,50,15
Surrey Stags 21,51,15
Wyverns of West London,52,14
Thoms Thots,53,14
Bruhmmies 2 Electric Boogaloo,54,13
Chad Chandar,55,13
Valhalla,56,12
Exeterrible - Exeter 2,57,12
MMU Mammoths,58,11
Cov pheonix Ice,59,11
Throwchester,60,10
Bangor R6 Team 1,61,10
Queens Guards,62,9
Salford Lions R6,63,9
Sledge Hill,64,8
NewB Castle,65,8
Shield Team Six,66,7
Kent Win,67,7
Leicester Team B,68,6
Bath Team 6,69,6
Hertfordshire Blue,70,5
Brunel Brutes,70,5
Sunderland Esports,71,4
Ruskin Ravens Gold,72,4
PORTSMOUTH PANDAS,73,3
Queens Guardians,74,3
Stinky Thatcher Deniers,75,2
Lboro Team 1,76,2
Live Laugh Love 2,77,1
Soton JagerBombers,78,1
Reading Bedtime Stories,79,0
Leed Ons,80,0
North Street Saints,81,0
Chi Challengers,82,0
essexr6,83,0
Soton Team 3,84,0
Ruskin Ravens Purple,85,0
Burchy eSports,86,0
Nott for fun,87,0
Average Copper Enthusiasts,88,0
Keele A,1,145
Nottingham Trent Thunder,2,132.5
UoB Nightingales,3,126
Salford Lions,4,119.5
Durham Defenders,5,115
Staffordshire Samba,6,109
No Roeetations,7,109
UEA Kingfishers,8,101
York Pun Name,9,101
UEA Bluejays,10,95
UEA BlueJays,11,91
Nott in the Ass,12,85
Loughborough Lions,13,85
Derbados,14,75
Yer Course,15,75
Beckett Bears,16,75
UoB Bushwackers,17,65
Lincoln A,18,65
ShaKeele O Neal,19,59
Lanker A,20,55
Couldnt Care Leic,21,50
BCU Blue,22,50
Loughboomers,23,44
Leeds Gryphons,24,44
Newcastle Ninjas,24,44
Durham Durhamers,25,44
Watt Wyverns,26,36
SALTFORD V2,27,36
Better York Pun Name,28,36
Durham Demons,29,36
I Dont Know,30,29
QUB Monarchs,31,29
Staffs Sasquatches,32,29
Manchester Hive,33,29
The Roybois,34,27
Edinburgh Eclipse RL,35,26
MMU Minotaurs,36,26
Teesside Insurgency,37,26
Aston Archangels,38,24
Botts,39,24
SLUGSss,40,24
Newcastle Nobles,41,24
Trent Pegs,42,21
SHUting Stars,43,21
Staffordshire Shifters,44,21
MTW,45,21
Edge Hill RL,46,19
Abertay Astronauts,47,19
Loughborough Clangers,48,19
Higgs Bosons,49,19
Leic Is More,50,17
Manchester Bees,51,17
UEA Kiwis,52,16
Eboracum Esports,53,16
DerB,54,15
Lboro Dis and Coke,55,15
Trent Salt Collectors,56,14
Bangor University Team 2,57,14
Loughborough Ive Had One Too Many,58,13
Nothing but Trent,59,13
Siiuuugs,60,12
StAGS A,61,12
I barely know her,62,11
Fit Trent Lads,63,11
Staffordshire Samurais,64,10
SkillLeic,65,10
Manchester Hornets,66,9
Even Better Better York Pun Name,67,9
Newcastle Nightmares,68,8
Glasgow Grizzlies,69,8
Glasgow Grizzlies B,70,7
Team E Loughborough,71,7
Aston Angels,72,6
Net6 and chill,73,6
Watt are you doing,74,6
Nobles,75,6
Rocketayers,76,5
Even Better York Pun Name,77,5
Sheffield Lions,78,5
Aston Guardians,79,5
Steven Skeeleberg,80,4
QUB White Tigers,81,4
grUEA,82,4
Abertay Aces,83,3
UoB Pitstops,84,3
All Stars,85,2
Nott a Save,86,2
Trenthehe,87,1
Keele Kings,88,1
Loughborough F,89,0
TrentBoys,90,0
Teesside Team B,91,0
Manchester Swarm,92,0
FC Carcelona,93,0
Even Betterer York Pun Name,94,0
ClueLeic,95,0
Beckett CTECs,96,0
loughborough longshots,97,0
Sheffield Tricksters,98,0
GSOC Stirling Wolves,99,0
The Trentlemen,100,0
Trentai,101,0
Bronze Bois,102,0
Glasgow Grizzlies Rotational,103,0
Beckett DTECs,104,0
The Very Best York Pun Name,105,0
EHU Overcommit Squad,106,0
UoB Snobs,107,0
UseLeic,108,0
UEA Celestials,109,0
Watt a Save,110,0
Ball is strife,111,0
Pending Team Name,112,0
Nice Shottingham,113,0
Aston Daemons,114,0
StAGS B,115,0
YSJ Jets,116,0
Team Joe,117,0
UEA Macaws,118,0
Portsmouth Paladins,1,145
Warwick Portsmouth Paladins,2,132.5
Bournemouth Stars,3,126
Essex Blades,4,119.5
UWE SeaStags Black,5,115
Bournemouth Barracudas V2,6,109
Reading Knights,7,109
Southampton Saver Menu,8,101
Sussex Sharks,9,101
RocKenteers,10,95
Warwick Inappropriate,11,91
Royal Bears,12,85
Brighton Babes v3,13,85
Bath Azure,14,75
Exeterminators,15,75
Portsmouth Potatoes,16,75
InfaMOUS Swansea,17,65
Aber Apes,18,65
Bath Bombs,19,59
Cambridge Ravens,20,55
IC Trees of Green,21,50
UWE SeaStags Red,22,50
Cardiff Crusaders,23,44
Oxford Brookes Vipers Team 7,24,44
Roe Exodia,25,44
Sussex Sawsharks,26,44
Kent Kings,27,36
Soton Silly Sausages,28,36
Chicken Tikka Surrey,29,36
Essex SoundCloud rappers,30,36
Hertfordshire Hares,31,29
Monke Flip,32,29
Portsmouth Pancakes,33,29
Ruskin Ravens Black,34,29
Bath Cerulean,35,27
Glad I didnt go to Brunel,36,26
SotonSonic Legends,37,26
Universally Challenged,38,26
Warwick Corner Boost over Ball,39,24
BUnda,40,24
Coventry Phoenix RL,41,24
IC Skies of Blue,42,24
Oxford Brookes Vipers Team 6,43,21
Warwick Subsonic Legends,44,21
Discardiff,45,21
Falmouth Phoenix,46,21
Westminster Dragons,46,19
im the reason shes your exe,47,19
Portsmouth Pillocks,48,19
Reading Knights B,49,19
Surrey Stags 21,50,17
The Powerpuff Girls,51,17
Three Muskenteers,52,16
Reading Knights c,53,16
Bristol Beests,54,15
Warwick Whats the Magic Word,55,15
Bath Ducks,56,14
Queen Marys Gambit,57,14
Royal Bears Academy,58,13
UWE SeaStags White,59,13
Warwick Justice for Smiley Faces,60,12
Kingston Kriminals,61,12
Northampton Gorillas,62,11
SotonStation Gaming,62,11
Sussex Kitefins,63,10
Winchester Warriors,64,10
Zero Skill,65,9
High Octane,66,8
Plymouth Conga Eels,67,7
Portsmouth Parsnips,68,6
nO U,69,6
Swansea Value,70,5
Abracadabra Thank God for Code o Conduct,71,5
Bristol Rocket Bees,72,4
Carbridge,73,4
Essex Katanas,74,3
IC NUT,75,3
Middlesex Mafia Green,76,2
UWE SeaStags Blue,77,2
Valiant Paladin,78,1
Portsmouth Prawns,79,1
Boosted,80,5
Oxford Brookes Vipers Team 1,81,5
UWE Sea Stags Green,82,4
Brunel Bottlers,83,4
Better Than Nothing,84,3
Ruskin Ravens Purple,85,3
IC Orbitals,86,2
The Swansea Oblivion,86,2
GSOC Stirling Wolves,87,1
Ruskin Ravens Pink,88,1
The Trentlemen,89,0
TrentTrebo,90,0
Sussex Threshers,91,0
Bronze Bois,92,0
Ruskin Ravens Red,93,0
Glasgow Grizzlies Rotational,94,0
Beckett DTECs,95,0
Roe Celestia,96,0
Roe Celestia,97,0
The Very Best York Pun Name,98,0
Portsmouth Pistachios,99,0
EHU Overcommit Squad,100,0
UoB Snobs,101,0
UseLeic,102,0
Kiss My Beehind,103,0
UEA Celestials,104,0
Watt a Save,105,0
IC Team 5,106,0
Pending Team Name,107,0
Aberiginals,108,0
Cambs Carballers,109,0
Nice Shottingham,110,0
Aston Daemons,111,0
Surrey Wardens,112,0
StAGS B,113,0
Brunel Bottlers B Team,114,0
Portsmouth Persian Melons,115,0
YSJ Jets,116,0
Team Joe,117,0
Essex Eliminators,118,0
UEA Macaws,119,0
NO MATCH SCHEDULED,120,0
Bongos,1,150
UCL Team S,2,140
Oxford Brookes Vipers,3,135
Warwick Dire Wolves,4,130
Brunel,5,127
Abertay University A team,6,124
Bombers,7,121
Brexeter,8,115
KCL Lions,9,115
Staffs London Rampage,10,111
Gfuel Gangsters,11,111
Nottinghams Trenches,12,107
BURNIN v2,13,107
Clark Kent,14,103
Birmingham Bulls,15,103
Keele Krakens A,16,99
UWE Sea Stags,17,99
We lost our advanTej,18,95
Bath Util Players,19,95
Team CarDiff,20,91
Chichester Valorant,21,91
the mighty stags,22,87
Vanix Esports,23,87
Warwicks Neighbours from Hell,24,84
Portsmouth Paladins,25,82
Roehampton Yetis,26,80
soohaengs team,27,78
Watt Wyverns,28,76
Big Schmulers,29,74
Royal Mix,30,72
Swansea Academy,31,70
UEA BlueJays,32,68
Reading Knights A,33,66
Durham Defenders,34,64
Newcastle Lions A,35,62
Stags Free Trial,35,60
Cardiff Crusaders,36,58
Aber fist wyth,36,56
Mews Marauders,37,54
UoY 1s,38,52
BCU1,39,50
Royal Bears Val,40,49
Edinburgh Eclipse,41,48
SLUGS,42,47
Leeds team 1,43,46
Smeg Hill,44,45
Essex Valorant,45,44
South Bank Elephants Valorant Team A,46,43
dmmortals,47,42
StaGS,48,41
KCL Orange,49,40
No Aim No Brain,50,39
Northumbria Vikings,51,38
Flexeter,52,37
LJMU Valo A,53,36
Noble Notts,54,35
Unlucky Really,55,34
Portsmouth Plonkers,56,33
Warwick Dire WoIves Jr,57,32
Bath OnlySubs,58,31
MMU Team 1,59,30
Sussex Sharks A,60,29
Cardiff Met Archers,61,29
Aston Angels,62,28
Middlesex Mafia Red,63,28
Brunel Spitfire,64,28
UEA Kingfishers,65,27
Aston Archangels,66,27
Bristol bagels,67,27
Falmouth Phoenix Gold,68,26
Surrey Stags,69,26
Swansea Dropouts,70,26
Gintijas Giga Gang,71,25
Trent Thunder Pink,72,25
Zentinels,73,25
Keele Krakens B,74,24
ATE,75,24
Teesside A,75,24
Caledonian Chargers VAL,76,23
Staffordshire Simps,77,23
SVGE Red,78,23
UWE Sea Stags Black,79,22
Oxford Val,80,22
Poor Effort,81,22
Queen Marys Gambit,82,21
Reconcilable Whiffs,83,21
Roseus Regnum,84,21
Green Bombers,85,20
Watt are you doing in my swamp,86,20
Birmingham Balls,87,20
Nottin Her DMs,88,20
Queens Gambit,89,19
Roehampton Assassins,90,19
Ulster Unicorns VALORANT,91,19
