the very best york pun name,university of york,0
portsmouth pistachios,university of portsmouth,0
ehu overcommit squad,edge hill university,0
uob snobs,university of birmingham,0
useleic,university of leicester,0
uea celestials,university of east anglia,0
watt a save,heriot watt university,0
ic team 5,imperial college london,0
pending team name,university of lincoln,0
aberiginals,aberystwyth university,0
cambs carballers,university of cambridge,0
nice shottingham,university of nottingham,0
brunel bottlers b team,brunel university,0
portsmouth persian melons,university of portsmouth,0
ysj jets,york st john university,0
team joe,durham university,0
essex eliminators,university of essex,0
uea macaws,university of east anglia,0
no match scheduled,university of warwick,0
bongos,northumbria university,150
ucl team s,university college london,140
oxford brookes vipers,oxford brookes university,135
warwick dire wolves,university of warwick,130
brunel,brunel university,127
abertay university a team,university of abertay dundee,124
bombers,lancaster university,121
brexeter,university of exeter,115
kcl lions,kings college london,115
staffs london rampage,staffordshire university,111
gfuel gangsters,brunel university,111
nottinghams trenches,nottingham trent university,107
burnin v2,staffordshire university,107
clark kent,university of kent,103
birmingham bulls,university of birmingham,103
keele krakens a,keele university,99
uwe sea stags,university of the west of england,99
we lost our advantej,university of southampton,95
bath util players,university of bath,95
team cardiff,cardiff university,91
chichester valorant,university of chichester,91
the mighty stags,university of hertfordshire,87
vanix esports,staffordshire university,87
warwicks neighbours from hell,coventry university,84
portsmouth paladins,university of portsmouth,82
roehampton yetis,roehampton university,80
soohaengs team,loughborough university,78
watt wyverns,heriot watt university,76
big schmulers,manchester metropolitan university,74
royal mix,royal holloway university of london,72
swansea academy,swansea university,70
uea bluejays,university of east anglia,68
reading knights a,university of reading,66
durham defenders,durham university,64
newcastle lions a,newcastle university,62
stags free trial,university of hertfordshire,60
cardiff crusaders,cardiff university,58
aber fist wyth,aberystwyth university,56
mews marauders,university of manchester,54
uoy 1s,university of york,52
bcu1,birmingham city university,50
royal bears val,royal holloway university of london,49
edinburgh eclipse,university of edinburgh,48
slugs,university of sheffield,47
leeds team 1,university of leeds,46
smeg hill,edge hill university,45
essex valorant,university of essex,44
south bank elephants valorant team a,london south bank university,43
dmmortals,de montfort university,42
stags,university of st andrews,41
kcl orange,kings college london,40
no aim no brain,bournemouth university,39
northumbria vikings,northumbria university,38
flexeter,university of exeter,37
ljmu valo a,liverpool john moores university,36
noble notts,university of nottingham,35
unlucky really,lancaster university,34
portsmouth plonkers,university of portsmouth,33
warwick dire woives jr,university of warwick,32
bath onlysubs,university of bath,31
mmu team 1,manchester metropolitan university,30
sussex sharks a,university of sussex,29
cardiff met archers,cardiff metropolitan university,29
aston angels,aston university,28
middlesex mafia red,middlesex university,28
brunel spitfire,brunel university,28
uea kingfishers,university of east anglia,27
aston archangels,aston university,27
bristol bagels,university of bristol,27
falmouth phoenix gold,fxu (falmouth & exeter student's union),26
surrey stags,university of surrey,26
swansea dropouts,swansea university,26
gintijas giga gang,university of southampton,25
trent thunder pink,nottingham trent university,25
zentinels,loughborough university,25
keele krakens b,keele university,24
ate,university college london,24
teesside a,teesside university,24
caledonian chargers val,glasgow caledonian university,23
staffordshire simps,staffordshire university,23
svge red,university of southampton,23
uwe sea stags black,university of the west of england,22
oxford val,oxford university,22
poor effort,cardiff university,22
queen marys gambit,queen mary university of london,21
reconcilable whiffs,university of bath,21
roseus regnum,lancaster university,21
green bombers,lancaster university,20
watt are you doing in my swamp,heriot watt university,20
birmingham balls,university of birmingham,20
nottin her dms,university of nottingham,20
queens gambit,queen mary university of london,19
roehampton assassins,roehampton university,19
ulster unicorns valorant,ulster university,19
durham dynasty,durham university,19
qub theta,queens university belfast,18
fuego,oxford brookes university,18
kasbahpeek,coventry university,18
stoke stabbers,staffordshire university,18
kentz,university of kent,17
skenglem,sheffield hallam university,17
stirling gsoc,university of stirling,17
bu barracudas,bournemouth university,17
cambridge cavalry,university of cambridge,16
darkhorse,university of manchester,16
rejexeter,university of exeter,16
we should be diamond,university of essex,16
aston guardians,aston university,15
kcl yellow,kings college london,15
staffs london rampage 2nd,staffordshire university,15
team u3a,university of east anglia,15
west london wyverns,university of west london,14
boosted bonobos,cardiff university,14
placeholder_name_uoleicvalorantteam1,university of leicester,14
roehampton phantoms,roehampton university,14
dr1pdr1p,university of warwick,13
aston daemons,aston university,13
bcu2,birmingham city university,13
manneh,manchester metropolitan university,13
plymouth leviathans,university of plymouth,12
reading knights b,university of reading,12
among us happy meal at 3 am,university of hertfordshire,12
northampton gorillas a,university of northampton,12
bath spa head clickers,bath spa university,11
bunch of kents,university of kent,11
kcl green,kings college london,11
starks,university of leeds,11
uol val,university of lincoln,10
b r i z b o y s,university of bristol,10
parabellum,loughborough university,10
sussex sharks 2,university of sussex,10
warwick wherewolves,university of warwick,9
zaapbro esport,university of nottingham,9
qub iota,queens university belfast,9
bu stanut,bournemouth university,8
south bank elephants valorant team b,london south bank university,8
washed nottingham,university of nottingham,8
portsmouth pythons,university of portsmouth,7
bcu3,birmingham city university,7
we win these,queen mary university of london,7
100 burglars,loughborough university,7
armada,loughborough university,6
birmingham bells,university of birmingham,6
bt2,brunel university,6
shio kosho,university of kent,6
westminster dragons,university of westminster,6
svge orange,university of southampton,6
swansea singularity,swansea university,6
middlesex mafia crimson,middlesex university,5
astonapesvalorant,aston university,5
aber academy,aberystwyth university,5
bangor valorant team,bangor university,5
city team c,city university of london,5
group zero,staffordshire university,5
the liabilities of leicester,university of leicester,5
trent thunder 2,nottingham trent university,5
coventry mlg 69 420 all stars,coventry university,4
hallowed empire,de montfort university,4
ljmu valo b,liverpool john moores university,4
northampton gorillas b,university of northampton,4
nuel casual team,university of warwick,3
portsmouth pioneers,university of portsmouth,3
slugs 2,university of sheffield,3
southampton shadows,university of southampton,3
blood bath,university of bath,2
ic dead people,imperial college london,2
team dot exe,university of exeter,2
trinity youre welcome,leeds trinity university,2
valorant vikings,university of york,1
deprexeter,university of exeter,1
impasta,imperial college london,1
newcastle lions b,newcastle university,1
surrey not sorry,university of surrey,0
surrey not sorry,university of surrey,0
bope,royal holloway university of london,0
seeny beenies,kings college london,0
uwe sea stags red,university of the west of england,0
uosesports,university of suffolk,0
yoru mains,bournemouth university,0
wolves of whiff street,university of leeds,0
kcl white ligers,kings college london,0
killjoy simps,university college london,0
nottcases,university of nottingham,0
abertay university b,university of abertay dundee,0
essex team 3,university of essex,0
plymouth leviathans c team,university of plymouth,0
sorrey,university of surrey,0
uea canaries,university of east anglia,0
dmu pingu,de montfort university,0
falmouth phoenix black,fxu (falmouth & exeter student's union),0
keele krakens c,keele university,0
marshallonly,university of manchester,0
understags,university of hertfordshire,0
uwe sea stags white,university of the west of england,0
btech chi,university of chichester,0
cosmic crunch,loughborough university,0
hull hornets,university of hull,0
mango uom,university of manchester,0
swansea sandstorm,swansea university,0
mango uom,university of manchester,0
avro,lancaster university,0
bedford bulls,university of bedfordshire,0
coventry ember,coventry university,0
qm silver smurfers,queen mary university of london,0
sussex sharks 3,university of sussex,0
turbolow troopers,cardiff university,0
chi stingers,university of chichester,0
durham dodgers,durham university,0
qm silver smurfersss,queen mary university of london,0
trojans,university of liverpool,0
whiffers cult,university of manchester,0
btec sentinels,brunel university,0
btec sentinels,brunel university,0
bu shorty,bournemouth university,0
bristol team 3,university of bristol,0
silver sentinels,royal holloway university of london,0
uoy 5s,university of york,0
kcl grey,kings college london,0
roehampton chimeras,roehampton university,0
bronze 1 gatekeepers,swansea university,0
teesside b,teesside university,0
derby rams,university of derby,0
aston prophets,aston university,0
south bank elephants valorant team c,london south bank university,0
uni linc val 2,university of lincoln,0
essex esports,university of essex,0
lincoln uni team 3 toe shooters,university of lincoln,0
sotonblue,university of southampton,0
azros angels,newcastle university,0
kentinels,university of kent,0
portsmouth penguins,university of portsmouth,0
we see red,imperial college london,0
squidward,coventry university,0
salford lions,university of salford,0
